project,bug_id,score_FlexFL,success_FlexFL,score_BRaIn,success_BRaIn,score_boostnsift,success_boostnsift,score_buglocator,success_buglocator,score_locus,success_locus,score_any,y_any
JxPath,4,2.4404950830863306,0,2.7176162502498844,1,2.8915953539704877,0,2.794578578491098,1,2.4936259417399014,1,2.9192624257627373,1
Jsoup,3,-0.7462397461656003,1,-1.1712648934791332,1,-0.6002391882630678,1,-0.1948134458426393,0,0.018313176069121972,1,-0.6922932473692066,1
Lang,4,2.846633225642329,1,3.8497808528436597,1,4.029511782902697,1,3.760262895037549,0,3.1174720019207136,1,3.59884074541425,1
Jsoup,49,1.9195533338861224,0,3.0202642981611394,1,2.0465642280035494,1,3.157366673771048,1,2.2722660868089575,1,2.9091131149784504,1
Jsoup,75,1.8595328814061607,1,2.459949168401175,0,2.521943414447421,0,3.034131952094584,0,2.7690482260566065,1,2.4595075922041763,1
Jsoup,61,1.6135048879911953,1,2.609633078649501,0,2.199835030757817,0,2.9220701616554923,1,2.8713350515784133,0,2.4407424040131387,1
Compress,14,1.4184956295678077,1,2.414332062167666,1,1.004396821383785,0,0.6472126125396744,1,1.081623435690905,1,1.3375881460520547,1
Compress,28,1.8095225165278543,1,2.765130703306446,1,2.4575957704933202,0,2.257868999178858,1,2.216096298520577,1,2.205883000314268,1
Closure,89,-4.400511026734623,0,-6.55125916015224,0,-5.089824276242334,0,-6.179751890421787,0,-5.719994068767632,0,-5.417445993065727,0
Closure,62,-5.022733386383444,1,-6.890916901386306,0,-4.567202841865921,0,-6.519650116190746,0,-5.554741528928513,0,-6.258225889615716,1
Math,39,2.263678628771547,1,2.230957159341369,0,2.9824869291478846,1,2.5597693342469143,0,2.49315536048379,1,2.82914337566881,1
Lang,59,3.062698065480078,1,3.665712993973982,1,3.5133571599278257,1,3.2884935494400835,1,2.223420876375154,1,3.442616025817656,1
Closure,131,-4.112432552830667,0,-6.037510032793902,0,-4.280491630682045,0,-5.555046430167441,0,-4.684656505980483,0,-4.863250769760656,0
Closure,125,-6.0926358120327935,1,-8.210808482819534,0,-9.51725111128305,0,-10.626040420011853,0,-8.957981684642613,1,-9.14724665338444,1
Closure,76,-5.294598181367133,1,-7.03918398132574,0,-5.837603108941298,1,-6.981685393038193,0,-6.233485250755929,0,-7.365861481147811,1
Lang,65,1.9058378043937865,1,2.526061650504197,1,2.5480292431971154,1,2.8927904537207634,1,2.809372509550657,1,2.6471970685696147,1
Closure,119,-4.8896809421426495,0,-6.35955852094467,0,-4.781887928480604,0,-6.531800421376693,0,-5.643863252284749,0,-6.650249891141092,0
Math,11,1.7228370106510562,1,2.2477115987841683,1,1.7839844710871133,1,2.3403757256299573,1,1.8461693939583976,1,1.8762132763686248,1
JacksonDatabind,21,0.28018433500523776,0,0.3293035847177518,0,0.7183226148108987,0,0.9550411968362393,0,1.0799602176430632,0,0.29473106184157966,0
JacksonDatabind,35,0.4306174862622477,1,0.113452270300892,0,0.47824465133261035,1,0.7360977265928402,0,1.0859965204237034,0,0.7138080133861053,1
Chart,11,2.795924622518162,1,4.3426972579848115,1,1.5062597729639873,1,2.7451785547724343,1,1.990896372781483,0,3.971500209419295,1
JacksonDatabind,34,0.46175291993107204,1,0.37355740242564595,0,0.5004967679207102,1,1.152861086127879,0,1.083150197994853,0,0.5252656425501833,1
JacksonDatabind,20,0.821172363793364,0,1.316486611328028,0,0.7482934057065169,0,1.4264767700744385,0,1.2715958972674117,0,0.3454067037471745,0
Chart,5,2.732826772291173,1,3.7242800689116735,1,2.717519125349619,1,3.4306311482370737,1,2.514231264239522,1,3.8951787342245807,1
Closure,118,-5.058259486925051,1,-7.579813382326682,0,-6.2996288074035185,0,-8.028057716917546,0,-6.858917650761094,0,-7.617742238954327,1
Math,10,2.225501181577208,1,3.0802616787717767,0,2.9211348807372732,1,3.1051463874392606,0,2.822599122399706,1,2.7508222372271285,1
Lang,64,1.2103781967622984,1,1.4932461482739336,1,1.8401142351326851,1,1.8643781930946008,1,2.112504179958544,1,2.0229172912152475,1
Closure,124,-4.94688982744003,1,-6.5209467652308515,0,-5.215346997933464,0,-6.750929604878658,0,-5.749637196318028,0,-5.158628449129661,1
Mockito,1,-1.266865877857101,0,-1.3797876903684874,0,-1.7614425270794387,0,-1.611154494623453,0,-0.7991642076842509,0,-1.1185556141742785,0
Closure,77,-5.021764870917483,1,-7.278740441697597,0,-5.373280109887494,1,-7.062954907402365,0,-5.861096076250069,0,-5.672229872039065,1
Math,38,2.692069525900482,1,3.4993652737700183,1,2.7694597232816,1,2.6116441829145822,1,2.2302563424626647,1,2.716968793176007,1
Closure,130,-4.807718116252664,1,-6.75164838634971,0,-4.628291265665617,1,-6.5302411280707,0,-5.605450086921097,0,-6.601712317525086,1
Lang,58,2.1899139831335503,0,3.5532752078638428,1,2.389601857908246,1,2.768822390233181,1,2.1639460528771424,1,2.9891699858133833,1
Closure,88,-7.331668913791108,1,-9.40324991980102,0,-10.426350814585447,0,-11.224974010144223,0,-9.005065492817918,0,-9.581287559055674,1
Compress,29,1.6663698538755696,1,1.546655429229941,1,2.1100279634504973,1,1.4360270860355997,1,1.8440911073845725,1,1.7476599164624482,1
Compress,15,2.7283849957136925,1,3.9198939034199722,0,3.414292289000927,1,3.4849642226218247,1,2.951816972030838,0,2.8736798649636865,1
Jsoup,60,1.4047217839866442,1,1.4680985919553808,0,1.7891408333000116,0,2.449494765714313,0,2.2273979301657443,0,1.6565750151437515,1
Jsoup,74,1.683682097219918,0,1.8589599738964973,0,1.560595255690117,0,2.5060069486348153,0,1.788766093563099,0,1.7941223086642335,0
Jsoup,48,1.9021748744721674,1,2.6145904995691573,1,2.2788272531100473,0,2.8499251189714356,1,2.3343841064400155,1,2.779319437963612,1
Lang,5,2.0833839909773864,1,2.4032220191784424,1,2.8380436947300973,1,2.8842549857854998,1,2.5808482221549696,1,2.4709231530485,1
Jsoup,2,0.8029670589896765,1,0.8382495971230826,1,1.611068829766723,1,1.6741354892874747,0,1.4615283941339927,1,1.334454032123016,1
Collections,11,2.371125686625713,0,3.308061677261919,0,3.130542332375099,0,3.2923053753197644,0,2.6865343853914574,0,3.746611703747306,0
JxPath,5,0.8064243011186347,1,1.4466899363677324,1,0.7454229920599514,0,0.5105809462810307,1,0.3356994039084673,1,1.1192633898472548,1
JacksonDatabind,103,0.25392640007069356,1,0.26246018467251525,1,0.03514035397683987,0,0.48386588661339003,0,0.8398905869275833,0,0.42928715092829994,1
JacksonDatabind,101,1.6161610904559696,1,2.4664860775608766,0,2.018087458767292,1,3.3308220494133156,0,2.6390098684460943,1,2.3561219291917648,1
JxPath,7,2.4705534216074363,1,2.7273279049532406,0,3.2124581963933334,0,3.287592376434311,0,2.6453405268937993,0,3.109180100097816,1
Collections,13,1.9972643199812956,0,2.7526605980165413,0,2.6238688607947145,0,3.255901021169112,0,2.4226863870654523,0,2.5898691377907888,0
Jsoup,89,1.851424885948001,1,3.0543458899186966,1,2.3775863939636688,1,3.305454563837537,1,2.4747388917343427,1,2.9278547646307533,1
Lang,7,2.522385884065834,1,3.9868923707803097,1,3.230131962444835,1,3.374772836893115,1,2.3609504462766333,1,3.01736836946303,1
Jsoup,62,0.9300418127020984,0,1.1630553496087055,0,1.4283430865971796,0,1.825822577120527,0,1.516614881733978,1,1.1216259777764042,1
Jsoup,76,1.3891644545880293,0,1.4188602307119154,0,1.4261853893809853,0,2.172497668539368,0,2.019876694865569,0,1.316389708037033,0
Compress,17,1.9029265693998614,1,2.399255792206701,1,2.0365397425434244,1,2.228907089868811,1,1.9943849636476172,1,2.106196451659772,1
Closure,75,-5.59814477258882,1,-7.678401202813281,0,-6.424613872441477,0,-7.934156799249984,0,-6.972062823620763,0,-7.2800006505565555,1
Mockito,3,-1.3197016796075467,0,-1.7374360349776428,0,-2.134324772753787,0,-1.4722631359032912,0,-0.9237952577539428,0,-1.2115974321546492,0
Closure,126,-4.951103141027139,1,-7.032494035431573,0,-5.18242731984492,0,-7.059472945870551,1,-5.763920638398795,0,-6.675604864256306,1
Closure,132,-5.692274229821235,0,-7.851715850080425,0,-8.01376983538819,0,-9.398452469385607,0,-7.884859340001569,0,-7.281785405568089,0
Closure,61,-4.604555366919785,0,-6.710263028583704,0,-4.263513714275948,0,-6.044927067135199,0,-5.246721020458745,0,-6.182466433813905,0
Closure,49,-4.7941068743087865,0,-6.402300363069454,0,-4.759250807551837,0,-6.483139212849586,0,-5.564657177984838,0,-6.627004814976302,0
Math,12,2.0691892317327505,0,3.4408509256110866,0,2.086355810089947,0,2.572412349639098,0,2.1357062266007945,0,2.7560904224405474,0
JacksonDatabind,36,0.7838414213426593,1,0.9677366914535613,1,1.1950627818435289,1,1.7101857830385274,1,1.3926930290184172,1,1.2774564910143076,1
JacksonDatabind,22,0.2692442569630318,1,0.3846308282083646,1,0.33365350628589163,1,1.3093875897159932,0,0.8211802221280191,1,0.36883918477990524,1
Chart,12,2.3261782979385486,1,2.8030797005274826,1,1.9854267347428791,1,2.3167825236456423,1,2.7422010520630686,0,3.5294599220941048,1
JacksonDatabind,23,-1.6938988343664079,0,-2.5157895626700126,0,-1.778805616956685,0,-1.3388038021956228,0,-1.2561575174117465,0,-2.098522032806414,0
JacksonDatabind,37,-1.7069901888751149,0,-0.2980385487249318,0,-3.6819292931900542,0,-2.282315146641883,0,-1.500018623089941,0,-2.6334017517276354,0
Math,13,2.415244533890447,0,3.1434279874638236,1,3.5618334736434343,0,3.312650297982624,0,2.7483526098946527,0,3.462277346594679,1
Closure,48,-4.593805118956727,1,-5.860995236001397,0,-4.5758263759974716,0,-5.833579287062371,1,-5.077935070370232,0,-5.97667530940716,1
Closure,133,-5.280222640916571,0,-6.507055603873042,0,-5.757644224131851,0,-6.838920316736155,1,-5.815327103930478,1,-6.70588925664835,1
Closure,60,-4.873534708695286,0,-6.773994818188415,0,-4.685520917583405,1,-6.025360694975984,0,-5.375025564624872,0,-6.258074865356031,1
Closure,74,-5.126827687559706,1,-7.036164477320537,0,-4.781895718118394,0,-6.848256060937943,0,-5.90798467241371,0,-6.693380362016252,1
Closure,127,-5.178860024592819,1,-7.212019187095445,0,-5.440754091181507,0,-7.059472945870551,0,-5.771877083198022,0,-6.443376678015248,1
Mockito,2,1.3467744168569382,1,1.8189438178312554,0,0.22359786843994223,0,1.4406359313765305,0,1.39744329945189,0,1.6686192809805045,1
Compress,16,2.0294802845429065,0,2.2627766664348443,1,2.919939556767671,0,2.6996997195485264,0,2.5214539171794255,0,2.7881344027558126,1
Jsoup,77,1.1976440170444913,1,2.077764808773266,0,0.8723553536892191,0,2.2976708921536853,0,1.7699022815352552,1,1.6085110116172858,1
Jsoup,63,1.4912557775227073,1,1.3591531929934038,1,1.3052614728036191,1,2.1799730587039385,1,1.9666697670202706,1,1.6266273611845947,1
Lang,6,1.833016840010178,1,2.913259337538195,0,1.5564239128955177,1,2.2115173386036986,1,1.7943445478480207,1,2.2047601948794835,1
Jsoup,88,1.326406448218713,1,1.7564611435892428,0,1.5308682836541545,0,2.485779636698009,1,1.8117078843338221,1,1.7550328297628868,1
Jsoup,1,0.7378036609628291,1,1.0621046436111043,1,0.6959895759798844,1,1.9739495192151983,1,1.3261231273462946,1,0.9339777020140188,1
JxPath,6,2.5582096385759496,1,3.8323218249185187,0,3.496233108863798,1,3.1636434230380375,0,2.580725013512061,0,3.4260184602612886,1
Collections,12,1.2162952803698412,0,2.1091527347367416,0,1.4107332387564502,0,1.9303337477541638,0,1.576717542835872,0,1.96851054087781,0
JacksonDatabind,100,1.4406566281221094,1,1.5263717180834742,1,1.4778587077505068,1,2.1323032157648525,1,1.7523159502660843,1,1.9268067148589738,1
Gson,18,1.0400976278904566,0,1.0759707785770138,1,0.8351990711085634,0,1.8604661137744523,0,1.4848010020735884,0,0.9824594139954987,1
Collections,16,1.9062352080279215,0,2.980509837699652,0,2.3395488618868234,0,2.945532743130053,0,2.3968843851548414,0,2.4182671741329247,0
JxPath,2,2.8662460887343237,0,3.963028522160594,0,3.620399698554726,0,3.673769838878724,0,2.9169992764775015,0,3.392669197094136,0
JacksonDatabind,110,1.2055170944363638,1,1.9753919841912881,0,0.8205434152256263,1,2.5113132517257424,1,1.769934494366053,1,1.555644951970755,1
JacksonDatabind,104,1.8082558034370813,1,2.488788730308056,1,1.8085365002613398,1,3.3955171733173293,1,2.7191304995074534,1,2.456498544989347,1
Jsoup,5,1.3157289095612938,1,2.408907553829567,1,1.2615364768620303,0,2.609229083838979,1,2.1682134514749216,1,1.9839475834426663,1
Jsoup,67,0.4569455329049426,1,0.8006351925071215,0,1.0406268530003873,0,1.310513123577636,0,1.2401449133594116,0,0.8400841368174945,1
Jsoup,73,0.997539895859718,1,1.690022970157451,0,1.564072669352777,0,2.3103545458704606,1,2.2796370642299064,0,1.8144311386241714,1
Compress,12,0.7283562081244923,1,2.5571583156726083,1,-2.5049491518847358,0,-0.2730161279569885,1,0.2380905157356689,0,-0.018482676158136674,1
Math,17,2.5547305468841843,1,3.1187289840456844,1,2.5530653127362752,1,3.0082635356397067,0,2.520605588368068,0,2.676298301169707,1
Closure,58,-4.7519742251098105,0,-6.979971905833397,0,-5.67015907335093,0,-6.847667971338194,0,-6.374707643835574,0,-7.257601840296143,0
Lang,63,1.885266074480133,1,2.857720171167218,1,2.112748864875229,1,2.6326089905928347,0,2.1617306452344205,1,2.425907741305937,1
Closure,123,-5.182191717259862,1,-7.211339940796881,1,-6.707980441376345,0,-8.274642298060638,0,-7.145347652954079,0,-7.262636784255004,1
Mockito,6,1.3171185533867222,1,1.2410999502531617,1,1.3767942433579279,0,2.3490286388058146,1,1.8735676855814472,0,1.5640965983313995,1
Closure,70,-4.9693903990798045,0,-6.898757962285718,1,-5.766942080442856,0,-7.436008615983739,0,-6.499516463401447,0,-6.265546753850972,1
Closure,64,-5.122003599005892,1,-7.573426532726772,1,-6.224322926109229,1,-7.300160358170326,0,-6.509629482911834,1,-6.440007063548329,1
Closure,137,-5.888365482950238,0,-7.755940256680832,0,-6.7587401902106405,0,-7.613020056104741,0,-7.185201333050323,0,-7.792602362464755,0
Chart,2,-0.9861175166993276,1,-1.7504888440262423,0,-1.9710769394935816,1,-2.143255880696848,1,-1.5530146394704667,0,-1.0248732979293629,1
Collections,9,1.2357233170216493,0,1.3578987840686514,0,1.301146034006063,0,1.8104230456497035,0,1.5634159224754591,0,1.454164534210979,0
Chart,16,3.1425545011048284,1,4.007884076466432,1,2.704458798984962,1,3.4987009437186387,1,2.4771436189447695,1,4.300815654957675,1
JacksonDatabind,33,0.9982789603723771,0,1.7457682569258688,1,1.1245225557695395,0,1.8270913609588006,0,1.5543505962251059,0,1.2062023169757607,1
JacksonDatabind,27,-0.4315310670290501,1,-1.0847919742064727,0,-0.08565910630200155,1,-0.07965999642949517,1,-0.05137412851547496,0,-0.6557132003776117,1
JacksonDatabind,26,0.14297346645930184,0,0.0433741766140618,0,0.07949387688353704,1,0.5023959963671352,0,0.9913427250691247,0,0.182300407792851,1
JacksonDatabind,32,0.9628777609098756,1,1.7141320815919454,0,0.338731782652798,1,1.9118914594014842,1,1.426892037821157,1,1.0126315318432075,1
Collections,8,2.427202813259686,0,2.985744552185475,0,3.476677786014615,0,3.481197589267138,0,3.0270825906145515,0,3.1831669544262335,0
Chart,17,1.9629774084536098,1,2.6356990047710385,0,2.400699349593631,1,2.1104978673944417,1,2.395059974492251,1,2.894984655495267,1
Closure,65,-5.218583308754366,1,-7.84984252849373,1,-6.890702112086517,0,-8.227319602524322,1,-7.011689302934121,1,-8.042184085967229,1
Closure,136,-4.699408051752652,0,-6.897160107045371,0,-4.287607037843402,0,-6.4258094329237,0,-5.636862076758744,0,-5.376020363301026,0
Mockito,7,0.8217285966510833,0,1.439096144308485,1,1.2887105796146543,0,2.1347577150198203,1,2.023419637426243,0,1.5538722325196486,1
Closure,122,-4.6978974532694195,1,-6.589396284677913,0,-4.416399691742817,1,-6.293910915572567,1,-5.422872928259565,1,-5.286176385996367,1
Closure,71,-5.96072983113782,1,-7.361462747909219,0,-6.4529000845672595,0,-8.272730966813665,0,-6.926224995530458,0,-6.409548199211056,1
Closure,59,-5.6794311968345035,0,-7.534810690621737,0,-6.168500873309565,1,-8.035426681342248,0,-6.79674693426862,1,-6.430723615772325,1
Lang,62,3.4315092141033685,1,5.75410812696892,1,2.1199763199728423,1,2.3588399471568167,0,1.8270683808584691,1,4.239655461406839,1
Math,16,2.7369836779230643,1,3.3102508872182934,1,2.9349392587132086,1,3.2763850573525826,0,2.741497003927086,1,2.9009646778953373,1
Compress,13,2.3622176582550063,0,2.6933884638878633,1,3.2922346888746707,1,2.9837468393378175,0,2.6985310300591525,0,2.8052480715443586,1
Jsoup,72,0.9440163690778666,1,1.378849357982899,0,0.6672677819286822,0,1.7250142813511655,0,1.2952789789567203,0,1.3091170520864108,1
Jsoup,66,0.8976086364072078,1,1.3590211899004827,1,1.0092898664903134,1,1.9152403347478633,1,1.6181233035958074,0,0.9721665201033757,1
Jsoup,4,0.9845175732003681,1,1.192286525605366,1,1.4419332708917607,0,2.2963171735475667,0,1.772073349994075,0,1.3550116096290956,1
Lang,3,2.293560210668687,1,2.8044409603728395,1,3.542697899216962,1,2.7320097238502576,1,2.308289291245008,1,2.909298025683371,1
JacksonDatabind,105,0.6905643333766222,0,1.0774048816083013,0,0.5696675424772035,0,1.5347877049319196,0,1.2484074242482364,0,0.7977555412001285,0
JacksonDatabind,111,1.3760040997877512,1,1.4175602516102317,0,1.488763286725319,0,2.655334530910639,0,2.0932740545488233,0,1.3583485360863552,1
Collections,17,2.150852046547382,0,2.608173688829038,0,3.0695926533850146,0,1.664398347799985,0,2.373220979067726,0,2.3341818396174863,0
JxPath,3,2.5150547794489473,0,3.3948387242556524,0,3.4131740864005873,1,4.081713317792876,0,3.0178587401935166,1,2.886358013094945,1
JxPath,1,2.1905527204965973,0,2.893265919715235,1,2.9639453786611107,0,2.6469593079661093,1,1.9518754912554441,0,2.7078864581000945,1
Collections,15,2.137262824527345,0,2.9652655843920557,0,1.8865631372638323,0,2.314842547477097,0,1.9139277646042658,0,2.8980834028702507,0
JacksonDatabind,107,-0.1711758545443002,1,0.4840299572125672,0,-1.8137801735421004,1,-0.458956005773802,0,-0.1539879759435547,1,-0.7616450411789871,1
Time,9,1.570369887564605,1,2.2068115763998044,1,1.3816871626579303,0,2.4343303927378472,0,2.0584776815028087,0,2.3973912832706903,1
Lang,1,2.873651379187201,1,3.8911940451435627,1,3.607885695261134,1,3.539840325055893,1,2.704106952624768,1,3.376592337697803,1
Jsoup,6,-0.2296345222297551,1,-0.1009120937131043,0,-1.3741147121532666,0,-0.2299769966095449,0,-0.4792050542485175,1,-0.1426805530172705,1
Jsoup,70,0.7770021027433809,1,1.511440470902806,1,0.7354208520582403,1,1.8223389853890886,0,1.5088864388092769,0,1.003235876476454,1
Jsoup,64,1.433549484891318,0,2.1139539884614376,1,1.7335917999969461,0,3.0072910177429852,0,2.543884450126754,1,1.445379852624145,1
Jsoup,58,1.2180732027327412,1,2.0490078510352254,1,0.944983468461946,1,2.568792634627668,1,1.9812755449791957,1,1.6294780550160561,1
Closure,98,-5.883372046853564,0,-8.018579810684615,0,-6.7467185153528355,0,-7.615070098054452,0,-6.77916129152748,0,-6.771080718541125,0
Compress,39,2.232813447727862,0,2.7081787369823536,0,1.8479572664574355,0,2.332126998469901,0,2.485345543702208,0,2.3224894479468197,0
Compress,11,2.634379196724389,1,3.7154221568249772,1,3.3445374765372975,1,2.7729070217138574,1,2.598634425506456,1,2.837928528121235,1
Codec,8,2.2293999847631834,1,3.061343295416348,1,2.7901828006946907,1,2.8823612487746932,1,2.4881289528905697,1,3.1312512086219004,1
Closure,108,-5.536459495503351,0,-7.275799233815479,1,-6.461083800805777,0,-8.061076178770504,1,-6.973793777338148,1,-6.357213905314525,1
Lang,60,1.6381576582823623,1,2.0738686324917164,1,1.8489985748895168,1,1.7174915836872342,1,1.775121515192952,1,1.8510243365520658,1
Math,14,2.8282323811899888,0,3.5675130736845384,0,3.5618334736434343,0,3.312650297982624,0,2.6084631203960607,0,3.1180809346331615,0
Closure,134,-4.956914437268846,0,-7.0816108196047445,0,-5.223696112690194,0,-6.443682959394293,1,-6.057564200168013,0,-5.325775148266073,1
Closure,67,-3.7011768730125776,0,-6.009706802028774,0,-3.716599563019399,0,-5.430843662747554,0,-4.532565892381006,0,-5.730048989838698,0
Math,28,1.99880664872177,1,2.365171476208213,0,3.0920922551193826,1,2.771027965513599,1,2.4287638584273514,1,3.0709281973473948,1
Closure,73,-4.674600998661573,1,-7.335236004117977,1,-5.434782724553157,1,-7.007563907936001,0,-6.166056060452245,1,-6.709263118605054,1
Closure,120,-4.958965163280666,0,-7.093449968655527,0,-6.152329185330283,0,-7.0515509700870105,0,-6.364410570726153,0,-6.082443727487664,0
Mockito,5,1.124779096138725,1,2.3046952931858993,0,1.0922590705809159,0,2.7686091653094014,0,2.0866520889107325,0,2.3597127687503576,1
Chart,1,2.21489827501821,1,3.2203476820566066,0,2.0800035708305615,1,2.712720887587419,0,2.0074755235123916,1,2.966314174770019,1
JacksonDatabind,18,0.14391941820139414,1,-0.14522051095099195,1,0.9918310150662621,1,1.4910642243598913,1,0.9435712374007844,1,0.14841836495363803,1
JacksonDatabind,24,1.4585034865568358,0,2.7150720284711003,0,0.30517134548048785,0,1.8706477234607948,0,1.9488893571514811,0,1.596359042201821,0
JacksonCore,8,0.538084367270174,1,0.7130156856381895,1,0.9103244772605135,1,1.3525251768867597,1,1.0335102185794198,1,1.1687865662270167,1
JacksonDatabind,30,0.9503312365447616,1,1.676802034987718,1,1.223092899360604,0,2.1890512517567284,0,2.133080987225811,0,1.2383182560905919,1
JacksonDatabind,31,0.847035799731345,1,0.7550775610213079,0,1.1316404033262175,0,1.654685081580332,0,1.5065404511477059,0,0.8506011157567492,1
JacksonCore,9,1.9317990226953936,1,2.510329650377025,1,2.0931765153075186,1,3.2833104691562474,0,2.27981898460156,1,2.3049045006945703,1
JacksonDatabind,25,-0.37802396686101014,1,0.399912260206145,1,-2.384622919348882,0,-0.30434023517680575,0,-0.5497346377473444,0,-0.6653837968766727,1
JacksonDatabind,19,0.48246240487072595,0,0.38654094934613215,1,0.7438318960371881,0,1.12502074731798,1,0.9686044515511308,0,0.5165610594722898,1
Closure,72,-6.788243214763982,0,-8.504591916562015,0,-7.7526293072674015,0,-8.547028956697604,0,-8.085021511205213,1,-8.759184474518447,1
Math,29,1.8053055451087532,1,2.5325882460542184,1,2.6518224080484964,1,3.01137593521895,1,2.5549292236304235,1,2.7514505226761443,1
Lang,49,1.8260864648387898,1,1.7467772862066007,1,1.9525239746919647,1,1.4972755466644538,1,1.6186934780059634,1,1.8890852232972088,1
Mockito,4,-0.0954698807778043,0,-0.3137519827839631,1,0.05988501126013207,0,-0.06447202638550742,0,0.3763112083788598,0,0.4138252840921376,1
Closure,121,-5.493882361740533,1,-7.451591719318396,0,-5.788223629025546,0,-7.0515509700870105,0,-6.572141965320923,0,-6.86503993915697,1
Closure,135,-5.129406112463349,1,-7.041579176394506,0,-6.269576966168036,0,-7.240857253250362,0,-6.451492441063394,0,-6.026093281761622,1
Closure,66,-5.107965829489903,1,-6.512711041968273,0,-5.052368335064971,0,-6.330597039673799,0,-5.6692524749611435,0,-5.374165295144062,1
Math,15,2.597059962254035,1,3.7968395068932126,1,3.050807483335071,1,2.899356645562753,0,2.4868987021532454,1,3.4381461804830735,1
Lang,61,0.7164446187226459,1,1.9390899202128447,1,-1.1216433096280731,0,0.9259311965372977,1,1.0391349613769367,1,0.36299345571326724,1
Closure,109,-4.0047743468647745,1,-5.6288766705752336,0,-4.022662554358901,0,-5.407966743614866,0,-4.574561245814035,0,-5.199895769050769,1
Codec,9,1.895740675614163,1,2.1180504622547813,1,2.5178985749910305,1,2.0586811145782793,1,1.9937173504403254,1,2.83705202428374,1
Compress,10,2.6520354430791717,1,3.9971584111665335,1,3.3476074475638695,1,3.663057826088715,1,3.3445569386607286,1,3.0684085078518253,1
Compress,38,2.892140671951788,1,3.1925007508611594,1,3.8947424812843194,1,3.274888013684609,1,2.843347920775883,1,3.684564581580198,1
Closure,99,-5.517761172250478,1,-7.85733371279936,1,-6.89801524867107,0,-8.611583537025787,0,-7.285873140649479,0,-8.022382703562698,1
Jsoup,59,1.2886737194068978,0,1.7328004098941139,0,1.4611563038237565,0,1.995312469949965,0,1.8411987730287405,0,1.636148541459117,0
Jsoup,65,1.0746971501139064,1,1.7311961018349502,1,1.6655234284563107,0,2.575398344146734,0,1.9578677545175915,1,1.6724044713374644,1
Jsoup,71,-0.5449125501585868,1,-1.196132785476422,0,-0.25627967167161125,0,-0.47126762333107225,0,-0.12197878768860987,0,-0.12652354412392502,1
Jsoup,7,0.3598818884326297,0,-0.034567623187692825,1,0.4295662869939465,0,0.5910787219749369,0,0.8808187312510667,0,0.5258447592019361,1
JacksonDatabind,112,0.7014485400160229,1,0.8508507153542355,0,1.550307110473768,1,1.6019659966498936,1,1.5869544477661661,1,0.631839973187139,1
Collections,28,1.963426480699177,0,3.5793246161617964,0,2.055456387172952,1,2.9940490086697684,0,2.2596025692383512,0,2.4969771803599197,1
Time,8,1.011698904383525,1,1.099167015765543,1,0.5351134919993936,1,1.364054243958472,1,1.3448429157883635,1,1.3121313007584186,1
JacksonDatabind,106,1.5815302828094349,1,2.6782896423519365,0,2.4383010296994896,0,3.737820009833621,0,3.0561340215332495,0,2.5658554588568476,1
Collections,14,0.29155231907821194,0,0.5229685631144968,0,0.004425350359697239,0,-0.40085796469014323,0,-0.7883535142665528,0,0.36237231162795874,0
Collections,19,2.4849571306538363,0,3.255838440088553,0,2.8446740283995244,0,3.2015690017175715,0,2.6356148222357056,0,2.813012599287288,0
Gson,17,2.664963688656995,1,5.898636101712818,1,5.981472950055343,1,5.586615152948618,1,5.369434689030826,0,3.7239456516526226,1
Collections,25,1.8427693031331862,1,2.4063606498950834,1,2.719512004002626,1,2.429736881438542,1,2.2830079070866818,1,2.435489344865525,1
Time,5,0.06415784441652198,1,0.8081926161243006,1,-0.6207014072619021,1,0.9309380825472535,1,0.894436722037945,1,0.6496402679187401,1
Csv,12,2.4284178906284843,0,3.3358503418352585,1,2.7363318512362396,1,3.3493036789926984,1,2.493224354809574,1,2.9922681966844293,1
Jsoup,83,0.72995530008178,0,0.6262503178384956,1,1.80311322429456,0,1.6342517664308573,0,1.8748544410330763,0,0.6274653316960923,1
Jsoup,68,-0.19019824325710272,1,-0.4502617259326884,0,-0.11520145322679451,0,0.1683966819681738,0,0.26504631149664737,0,-0.2845392133072854,1
Jsoup,54,0.6229396860032362,1,1.0530414373063037,1,0.6193224950570505,0,1.5659748068160373,1,1.4704250123559475,1,0.8264172762415084,1
Jsoup,40,0.8509597112521703,0,0.573952731382993,0,0.913111443383175,1,1.1281415013798244,1,1.3761251395421874,1,0.959994464983393,1
Closure,80,-8.085221392850396,1,-9.357982444058075,0,-10.44567002048297,0,-11.3404964780166,0,-9.359486395457939,0,-9.423429116944554,1
Compress,35,2.655877847206974,1,3.7960875539767156,1,3.473940010627803,1,3.4031298765233653,1,2.8475989063224665,1,3.8034214615347857,1
Compress,21,2.7740081962659504,1,3.04755785667259,1,3.456744114214662,1,3.2483792298621323,1,3.329820763834083,0,3.0798526976582603,1
Closure,94,-4.031657963433291,1,-5.779285123123625,0,-3.642641250118044,0,-4.918111448400174,0,-4.279722731846832,0,-4.327337567191986,1
Codec,4,2.4314467762470207,0,3.566798901154994,1,2.2867675750828185,1,2.646074094561955,1,2.791588100084212,1,3.4964930255714024,1
Math,18,2.0993698953961415,0,2.694720720430842,0,3.011563524884575,0,3.455341046042894,1,2.4418378088738173,1,2.9998775253308985,1
